subj,trial,S,R,RT,correct,instruction
kmat,710,2,2,0.4488,TRUE,accuracy
kmat,711,2,2,0.5641,TRUE,accuracy
kmat,712,2,2,0.7935,TRUE,neutral
kmat,713,2,1,0.3194,FALSE,speed
kmat,714,2,2,0.5202,TRUE,accuracy
kmat,715,2,2,0.3847,TRUE,neutral
kmat,716,1,2,0.4145,FALSE,speed
kmat,717,2,2,0.3569,TRUE,speed
kmat,718,2,2,0.384,TRUE,speed
kmat,719,1,1,0.459,TRUE,neutral
kmat,720,1,1,0.4227,TRUE,accuracy
kmat,721,2,2,0.3769,TRUE,accuracy
kmat,722,2,2,0.377,TRUE,accuracy
kmat,723,2,2,0.4309,TRUE,neutral
kmat,724,1,1,0.396,TRUE,neutral
kmat,725,2,2,0.4492,TRUE,accuracy
kmat,726,2,2,0.4068,TRUE,accuracy
kmat,727,2,2,0.4931,TRUE,accuracy
kmat,728,1,1,0.5916,TRUE,neutral
kmat,729,1,1,0.6107,TRUE,accuracy
kmat,730,2,1,0.3554,FALSE,speed
kmat,731,2,2,0.4871,TRUE,accuracy
kmat,732,1,1,0.4341,TRUE,accuracy
kmat,733,1,1,0.3392,TRUE,speed
kmat,734,2,2,0.5926,TRUE,speed
kmat,735,1,1,0.3374,TRUE,speed
kmat,736,2,2,0.6173,TRUE,accuracy
kmat,737,1,1,0.3405,TRUE,speed
kmat,738,2,2,0.6844,TRUE,accuracy
kmat,739,2,1,0.4414,FALSE,neutral
kmat,740,2,2,0.7058,TRUE,neutral
kmat,741,2,2,0.3606,TRUE,speed
kmat,742,2,1,0.6225,FALSE,neutral
kmat,743,1,1,0.5426,TRUE,neutral
kmat,744,2,2,0.5061,TRUE,speed
kmat,745,1,1,0.3141,TRUE,speed
kmat,746,2,2,1.0716,TRUE,speed
kmat,747,2,1,0.3258,FALSE,speed
kmat,748,1,1,0.5634,TRUE,speed
kmat,749,1,1,0.3571,TRUE,speed
kmat,750,1,1,0.4732,TRUE,accuracy
kmat,751,1,1,0.4519,TRUE,neutral
kmat,752,2,2,0.477,TRUE,accuracy
kmat,753,1,1,0.698,TRUE,neutral
kmat,754,1,1,0.3061,TRUE,speed
kmat,755,2,1,0.4572,FALSE,accuracy
kmat,756,1,1,0.3821,TRUE,speed
kmat,757,2,2,0.5401,TRUE,accuracy
kmat,758,2,1,0.3788,FALSE,speed
kmat,759,2,1,0.719,FALSE,accuracy
kmat,760,1,1,0.8625,TRUE,accuracy
kmat,761,1,2,0.8172,FALSE,neutral
kmat,762,1,2,0.6997,FALSE,neutral
kmat,763,1,1,0.3659,TRUE,speed
kmat,764,1,1,0.7124,TRUE,neutral
kmat,765,2,2,0.3987,TRUE,neutral
kmat,766,1,1,0.3706,TRUE,speed
kmat,767,2,2,0.3868,TRUE,speed
kmat,768,2,2,0.3875,TRUE,accuracy
kmat,769,2,1,0.344,FALSE,speed
kmat,770,2,2,0.4307,TRUE,neutral
kmat,771,2,2,0.938,TRUE,accuracy
kmat,772,1,1,0.9749,TRUE,accuracy
kmat,773,1,1,0.3755,TRUE,speed
kmat,774,2,2,0.3633,TRUE,speed
kmat,775,2,2,0.6817,TRUE,neutral
kmat,776,1,2,0.4192,FALSE,neutral
kmat,777,2,2,0.5605,TRUE,accuracy
kmat,778,1,1,0.4196,TRUE,accuracy
kmat,779,1,1,0.572,TRUE,speed
kmat,780,2,2,0.5231,TRUE,neutral
kmat,781,2,2,1.2478,TRUE,speed
kmat,782,1,1,0.3579,TRUE,speed
kmat,783,2,2,0.3924,TRUE,neutral
kmat,784,1,1,0.4624,TRUE,neutral
kmat,785,1,1,0.5845,TRUE,neutral
kmat,786,1,1,0.4873,TRUE,speed
kmat,787,2,2,0.3506,TRUE,speed
kmat,788,2,2,0.3924,TRUE,accuracy
kmat,789,2,2,0.5125,TRUE,neutral
kmat,790,1,1,0.8315,TRUE,accuracy
kmat,791,1,1,0.3408,TRUE,speed
kmat,792,2,2,0.369,TRUE,speed
kmat,793,1,1,0.3256,TRUE,speed
kmat,794,2,2,0.5943,TRUE,accuracy
kmat,795,2,2,0.7183,TRUE,neutral
kmat,796,1,1,0.352,TRUE,speed
kmat,797,1,1,0.5782,TRUE,accuracy
kmat,798,2,2,0.3733,TRUE,speed
kmat,799,2,2,0.4776,TRUE,neutral
kmat,800,1,1,0.3938,TRUE,neutral
kmat,801,2,2,0.5009,TRUE,accuracy
kmat,802,1,1,0.5994,TRUE,neutral
kmat,803,1,1,1.1954,TRUE,accuracy
kmat,804,2,2,0.4302,TRUE,speed
kmat,805,1,1,0.6032,TRUE,neutral
kmat,806,1,1,0.6094,TRUE,accuracy
kmat,807,2,2,0.6194,TRUE,speed
kmat,808,1,1,0.4091,TRUE,neutral
kmat,809,1,2,0.4434,FALSE,neutral
kmat,810,2,2,0.8912,TRUE,accuracy
kmat,811,2,2,0.4191,TRUE,speed
kmat,812,2,2,0.404,TRUE,accuracy
kmat,813,1,1,0.3375,TRUE,speed
kmat,814,2,2,0.4278,TRUE,accuracy
kmat,815,2,2,0.4669,TRUE,speed
kmat,816,2,2,0.6716,TRUE,accuracy
kmat,817,2,1,0.2722,FALSE,speed
kmat,818,2,2,0.3779,TRUE,speed
kmat,819,2,2,0.6277,TRUE,neutral
kmat,820,2,2,0.604,TRUE,accuracy
kmat,821,1,1,0.6081,TRUE,neutral
kmat,822,1,1,0.4482,TRUE,neutral
kmat,823,2,2,0.7246,TRUE,accuracy
kmat,824,1,1,0.68,TRUE,accuracy
kmat,825,2,2,0.5151,TRUE,accuracy
kmat,826,2,2,0.6141,TRUE,neutral
kmat,827,1,1,0.4299,TRUE,speed
kmat,828,1,1,0.3597,TRUE,accuracy
kmat,829,1,1,0.4344,TRUE,accuracy
kmat,830,2,2,0.4924,TRUE,speed
kmat,831,1,1,0.3202,TRUE,speed
kmat,832,1,1,0.4583,TRUE,speed
kmat,833,2,2,0.3172,TRUE,neutral
kmat,834,1,1,0.3843,TRUE,accuracy
kmat,835,2,1,0.3827,FALSE,speed
kmat,836,2,2,0.5944,TRUE,neutral
kmat,837,2,2,1.0909,TRUE,speed
kmat,838,2,1,0.4068,FALSE,accuracy
kmat,839,1,1,1.2656,TRUE,speed
kmat,840,2,2,0.3463,TRUE,speed
kmat,841,1,1,0.4396,TRUE,neutral
kmat,842,1,1,0.3929,TRUE,speed
kmat,843,1,1,0.3865,TRUE,speed
kmat,844,2,2,0.3356,TRUE,speed
kmat,845,1,1,0.4157,TRUE,neutral
kmat,846,2,2,0.4633,TRUE,neutral
kmat,847,1,1,0.4212,TRUE,neutral
kmat,848,1,2,0.395,FALSE,neutral
kmat,849,2,2,0.4496,TRUE,speed
kmat,850,2,2,0.5255,TRUE,accuracy
ku4t,1,2,1,0.4087,FALSE,accuracy
ku4t,2,2,1,0.3102,FALSE,speed
ku4t,3,1,1,0.3135,TRUE,accuracy
ku4t,4,2,2,0.3971,TRUE,accuracy
ku4t,5,2,2,0.302,TRUE,neutral
ku4t,6,2,2,0.3291,TRUE,accuracy
ku4t,7,1,1,0.362,TRUE,speed
ku4t,8,2,2,0.2831,TRUE,neutral
ku4t,9,2,2,0.2872,TRUE,speed
ku4t,10,1,1,0.4306,TRUE,accuracy
ku4t,11,1,2,0.3823,FALSE,neutral
ku4t,12,2,2,0.4036,TRUE,speed
ku4t,13,1,2,0.3211,FALSE,speed
ku4t,14,1,1,0.372,TRUE,speed
ku4t,15,2,1,0.3568,FALSE,neutral
ku4t,16,2,2,0.3905,TRUE,accuracy
ku4t,17,2,2,0.4061,TRUE,neutral
ku4t,18,1,1,0.3319,TRUE,accuracy
ku4t,19,1,1,0.328,TRUE,neutral
ku4t,20,1,1,0.3055,TRUE,speed
ku4t,21,1,1,0.311,TRUE,neutral
ku4t,22,1,1,0.305,TRUE,speed
ku4t,23,1,1,0.3085,TRUE,accuracy
ku4t,24,2,1,0.3429,FALSE,neutral
ku4t,25,1,1,0.4325,TRUE,accuracy
ku4t,26,2,1,0.3113,FALSE,speed
ku4t,27,2,2,0.4983,TRUE,speed
ku4t,28,2,2,0.3271,TRUE,neutral
ku4t,29,2,2,0.5497,TRUE,speed
ku4t,30,1,1,0.3467,TRUE,neutral
ku4t,31,2,1,0.2654,FALSE,speed
ku4t,32,1,1,0.3207,TRUE,neutral
ku4t,33,1,1,0.369,TRUE,speed
ku4t,34,1,1,0.2927,TRUE,speed
ku4t,35,2,2,0.3808,TRUE,speed
ku4t,36,2,2,0.3196,TRUE,accuracy
ku4t,37,1,1,0.3527,TRUE,speed
ku4t,38,2,1,0.3631,FALSE,speed
ku4t,39,1,1,0.2778,TRUE,speed
ku4t,40,2,1,0.3213,FALSE,accuracy
ku4t,41,1,1,0.4246,TRUE,neutral
ku4t,42,2,2,0.3066,TRUE,neutral
ku4t,43,1,1,0.3528,TRUE,speed
ku4t,44,1,1,0.2808,TRUE,speed
ku4t,45,2,2,0.3752,TRUE,speed
ku4t,46,1,1,0.2756,TRUE,speed
ku4t,47,2,2,0.4724,TRUE,neutral
ku4t,48,2,2,0.4652,TRUE,speed
ku4t,49,1,1,0.422,TRUE,accuracy
ku4t,50,1,1,0.4026,TRUE,neutral
ku4t,51,2,2,0.3508,TRUE,speed
ku4t,52,2,2,0.4011,TRUE,neutral
ku4t,53,1,1,0.3539,TRUE,speed
ku4t,54,1,1,0.3741,TRUE,speed
ku4t,55,2,1,0.3024,FALSE,speed
ku4t,56,2,1,0.3454,FALSE,speed
ku4t,57,2,1,0.3703,FALSE,accuracy
ku4t,58,1,1,0.3665,TRUE,speed
ku4t,59,1,1,0.3616,TRUE,speed
ku4t,60,2,1,0.2952,FALSE,speed
ku4t,61,1,2,0.4168,FALSE,neutral
ku4t,62,1,2,0.362,FALSE,accuracy
ku4t,63,1,1,0.3939,TRUE,neutral
ku4t,64,1,1,0.2805,TRUE,speed
ku4t,65,1,2,0.4076,FALSE,neutral
ku4t,66,1,1,0.4584,TRUE,neutral
ku4t,67,1,1,0.4487,TRUE,accuracy
ku4t,68,2,2,0.4157,TRUE,speed
ku4t,69,1,2,0.3294,FALSE,accuracy
ku4t,70,1,1,0.4221,TRUE,neutral
ku4t,71,2,2,0.539,TRUE,accuracy
ku4t,72,1,1,0.3904,TRUE,speed
ku4t,73,1,1,0.3921,TRUE,accuracy
ku4t,74,2,2,0.4643,TRUE,speed
ku4t,75,1,2,0.5649,FALSE,accuracy
ku4t,76,1,1,0.2684,TRUE,speed
ku4t,77,2,2,0.3602,TRUE,neutral
ku4t,78,1,1,0.3478,TRUE,neutral
ku4t,79,1,1,0.3232,TRUE,speed
ku4t,80,1,2,0.3493,FALSE,speed
ku4t,81,2,2,0.3867,TRUE,neutral
ku4t,82,1,1,0.4254,TRUE,speed
ku4t,83,1,2,0.4035,FALSE,accuracy
ku4t,84,2,1,0.3306,FALSE,speed
ku4t,85,1,1,0.3995,TRUE,speed
ku4t,86,2,2,0.3933,TRUE,neutral
ku4t,87,2,2,0.3572,TRUE,speed
ku4t,88,1,1,0.3326,TRUE,accuracy
ku4t,90,2,2,0.4621,TRUE,accuracy
ku4t,91,1,1,0.3658,TRUE,accuracy
ku4t,92,1,2,0.4864,FALSE,accuracy
ku4t,93,2,2,0.399,TRUE,speed
ku4t,94,2,2,0.4159,TRUE,accuracy
ku4t,95,2,2,0.4277,TRUE,speed
ku4t,96,1,2,0.3684,FALSE,neutral
ku4t,97,1,1,0.3465,TRUE,neutral
ku4t,98,1,1,0.3278,TRUE,speed
ku4t,99,2,2,0.4006,TRUE,accuracy
ku4t,100,1,2,0.4731,FALSE,accuracy
ku4t,101,2,1,0.4436,FALSE,neutral
ku4t,102,2,2,0.3881,TRUE,neutral
ku4t,103,2,1,0.429,FALSE,neutral
ku4t,104,2,2,0.3759,TRUE,neutral
ku4t,105,1,1,0.4481,TRUE,neutral
ku4t,106,1,1,0.3379,TRUE,accuracy
ku4t,107,2,2,0.3219,TRUE,speed
ku4t,108,1,1,0.3775,TRUE,neutral
ku4t,109,1,1,0.316,TRUE,speed
ku4t,110,1,1,0.3654,TRUE,neutral
ku4t,111,2,1,0.3141,FALSE,neutral
ku4t,112,1,2,0.3713,FALSE,speed
ku4t,113,2,2,0.3476,TRUE,neutral
ku4t,114,1,2,0.4027,FALSE,neutral
ku4t,115,1,2,0.3895,FALSE,accuracy
ku4t,116,1,1,0.5014,TRUE,accuracy
ku4t,117,1,1,0.5631,TRUE,neutral
ku4t,118,1,1,0.324,TRUE,neutral
ku4t,119,1,1,0.3901,TRUE,accuracy
ku4t,120,2,2,0.3101,TRUE,accuracy
ku4t,121,2,2,0.3204,TRUE,accuracy
ku4t,122,2,1,0.5373,FALSE,neutral
ku4t,123,2,2,0.3177,TRUE,speed
ku4t,124,1,2,0.4183,FALSE,neutral
ku4t,125,1,1,0.3712,TRUE,neutral
ku4t,126,1,1,0.2919,TRUE,neutral
ku4t,127,1,1,0.4039,TRUE,neutral
ku4t,128,1,1,0.3135,TRUE,speed
ku4t,129,1,1,0.279,TRUE,neutral
ku4t,130,2,2,0.4007,TRUE,accuracy
ku4t,131,2,2,0.3347,TRUE,accuracy
ku4t,132,1,1,0.3296,TRUE,accuracy
ku4t,133,1,1,0.3345,TRUE,neutral
ku4t,134,1,1,0.3004,TRUE,speed
ku4t,135,1,1,0.2958,TRUE,neutral
ku4t,136,1,1,0.3225,TRUE,neutral
ku4t,137,1,1,0.4034,TRUE,accuracy
ku4t,138,1,1,0.2723,TRUE,accuracy
ku4t,139,2,2,0.3176,TRUE,accuracy
ku4t,140,2,2,0.4148,TRUE,neutral
ku4t,141,1,1,0.3211,TRUE,speed
ku4t,142,2,2,0.4172,TRUE,speed
ku4t,143,2,2,0.3567,TRUE,neutral
ku4t,144,1,1,0.4607,TRUE,accuracy
ku4t,145,1,1,0.2618,TRUE,accuracy
ku4t,146,2,2,0.3811,TRUE,speed
ku4t,147,1,1,0.4643,TRUE,neutral
ku4t,148,1,1,0.3044,TRUE,speed
ku4t,149,2,2,0.4508,TRUE,speed
ku4t,150,2,1,0.3355,FALSE,accuracy
ku4t,151,2,2,0.3361,TRUE,neutral
ku4t,152,1,2,0.381,FALSE,neutral
ku4t,153,2,2,0.4774,TRUE,speed
ku4t,154,1,1,0.3684,TRUE,neutral
ku4t,155,2,2,0.4883,TRUE,accuracy
ku4t,156,1,1,0.3546,TRUE,accuracy
ku4t,157,1,1,0.38,TRUE,neutral
ku4t,158,2,1,0.3193,FALSE,neutral
ku4t,159,2,1,0.5298,FALSE,speed
ku4t,160,1,1,0.3589,TRUE,accuracy
ku4t,161,1,2,0.4024,FALSE,neutral
ku4t,162,1,1,0.3237,TRUE,speed
ku4t,163,2,2,0.3929,TRUE,neutral
ku4t,164,2,1,0.3047,FALSE,speed
ku4t,165,1,1,0.3099,TRUE,speed
ku4t,166,2,2,0.3724,TRUE,neutral
ku4t,167,2,2,0.3836,TRUE,accuracy
ku4t,168,2,2,0.3757,TRUE,accuracy
ku4t,169,2,2,0.3342,TRUE,neutral
ku4t,170,1,1,0.3363,TRUE,accuracy
ku4t,171,2,1,0.3351,FALSE,accuracy
ku4t,172,2,1,0.3259,FALSE,speed
ku4t,173,2,1,0.3506,FALSE,neutral
ku4t,174,1,2,0.5436,FALSE,accuracy
ku4t,175,2,2,0.352,TRUE,speed
ku4t,176,1,1,0.3361,TRUE,accuracy
ku4t,177,2,1,0.3668,FALSE,speed
ku4t,178,2,1,0.3411,FALSE,accuracy
ku4t,179,2,2,0.3871,TRUE,speed
ku4t,180,2,1,0.4333,FALSE,accuracy
ku4t,181,2,2,0.4026,TRUE,neutral
ku4t,182,2,2,0.3453,TRUE,neutral
ku4t,183,1,2,0.3957,FALSE,accuracy
ku4t,184,2,2,0.6382,TRUE,speed
ku4t,185,2,2,0.355,TRUE,neutral
ku4t,186,1,1,0.4168,TRUE,accuracy
ku4t,187,2,2,0.4346,TRUE,speed
ku4t,188,2,2,0.3421,TRUE,neutral
ku4t,189,1,1,0.3156,TRUE,speed
ku4t,190,2,2,0.4539,TRUE,accuracy
ku4t,191,1,2,0.4171,FALSE,neutral
ku4t,192,1,1,0.4162,TRUE,accuracy
ku4t,193,1,1,0.301,TRUE,speed
ku4t,194,2,2,0.4225,TRUE,neutral
ku4t,195,1,2,0.3702,FALSE,accuracy
ku4t,196,2,1,0.2872,FALSE,speed
ku4t,197,2,1,0.3301,FALSE,neutral
ku4t,198,1,1,0.3311,TRUE,speed
ku4t,199,1,1,0.3301,TRUE,accuracy
ku4t,200,1,1,0.4366,TRUE,neutral
ku4t,201,1,1,0.3146,TRUE,neutral
ku4t,202,2,2,0.4328,TRUE,neutral
ku4t,203,1,1,0.4064,TRUE,neutral
ku4t,204,1,1,0.2855,TRUE,speed
ku4t,205,2,1,0.2699,FALSE,speed
ku4t,206,1,2,0.4667,FALSE,neutral
ku4t,207,2,2,0.441,TRUE,speed
ku4t,208,2,2,0.3142,TRUE,speed
ku4t,209,1,2,0.3936,FALSE,neutral
ku4t,210,1,1,0.3084,TRUE,accuracy
ku4t,211,2,1,0.3039,FALSE,speed
ku4t,212,1,2,0.4182,FALSE,accuracy
ku4t,213,2,1,0.4363,FALSE,neutral
ku4t,214,1,1,0.4022,TRUE,accuracy
ku4t,215,2,2,0.3745,TRUE,neutral
ku4t,216,2,2,0.3117,TRUE,speed
ku4t,217,2,2,0.335,TRUE,speed
ku4t,218,1,1,0.3673,TRUE,neutral
ku4t,219,2,2,0.5119,TRUE,accuracy
ku4t,220,1,1,0.4361,TRUE,speed
ku4t,221,2,2,0.3798,TRUE,neutral
ku4t,222,2,2,0.3709,TRUE,accuracy
ku4t,223,2,2,0.4037,TRUE,accuracy
ku4t,224,1,1,0.3645,TRUE,neutral
ku4t,225,2,2,0.5024,TRUE,neutral
ku4t,226,2,2,0.3314,TRUE,speed
ku4t,227,2,2,0.4062,TRUE,speed
ku4t,228,2,2,0.3767,TRUE,accuracy
ku4t,229,1,2,0.5699,FALSE,accuracy
ku4t,230,1,2,0.4619,FALSE,speed
ku4t,231,2,1,0.5238,FALSE,speed
ku4t,232,1,2,0.4171,FALSE,accuracy
ku4t,233,1,2,0.355,FALSE,speed
ku4t,234,2,2,0.3399,TRUE,accuracy
ku4t,235,2,1,0.4202,FALSE,neutral
ku4t,236,1,2,0.4645,FALSE,neutral
ku4t,237,1,1,0.5569,TRUE,accuracy
ku4t,238,2,2,0.516,TRUE,accuracy
ku4t,239,2,1,0.3532,FALSE,speed
ku4t,240,1,1,0.4255,TRUE,speed
ku4t,241,1,1,0.3032,TRUE,speed
ku4t,242,2,2,0.3803,TRUE,speed
ku4t,243,2,2,0.3633,TRUE,accuracy
ku4t,244,2,2,0.3015,TRUE,accuracy
ku4t,245,1,1,0.4166,TRUE,accuracy
ku4t,246,1,1,0.4883,TRUE,accuracy
ku4t,247,2,2,0.3775,TRUE,accuracy
ku4t,248,1,2,0.3783,FALSE,neutral
ku4t,249,1,1,0.4162,TRUE,neutral
ku4t,250,1,1,0.3552,TRUE,accuracy
ku4t,251,2,2,0.4123,TRUE,accuracy
ku4t,252,2,2,0.3199,TRUE,speed
ku4t,253,2,2,0.3434,TRUE,speed
ku4t,254,2,2,0.4482,TRUE,speed
ku4t,255,1,1,0.3351,TRUE,neutral
ku4t,256,1,1,0.4237,TRUE,speed
ku4t,257,2,2,0.3743,TRUE,neutral
ku4t,258,2,2,0.3459,TRUE,accuracy
ku4t,259,1,1,0.3516,TRUE,speed
ku4t,260,1,1,0.404,TRUE,neutral
ku4t,261,1,1,0.3174,TRUE,accuracy
ku4t,262,2,1,0.36,FALSE,accuracy
ku4t,263,1,1,0.3489,TRUE,accuracy
ku4t,264,1,1,0.3378,TRUE,neutral
ku4t,265,1,1,0.3409,TRUE,speed
ku4t,266,2,2,0.5937,TRUE,accuracy
ku4t,267,2,1,0.3898,FALSE,speed
ku4t,269,1,1,0.3572,TRUE,speed
ku4t,270,2,2,0.3969,TRUE,accuracy
ku4t,271,2,2,0.4853,TRUE,accuracy
ku4t,272,1,1,0.4025,TRUE,speed
ku4t,273,2,2,0.3941,TRUE,accuracy
ku4t,274,2,2,0.3713,TRUE,speed
ku4t,275,2,2,0.3841,TRUE,neutral
ku4t,276,1,1,0.3241,TRUE,speed
ku4t,277,1,2,0.3867,FALSE,accuracy
ku4t,278,2,2,0.3596,TRUE,speed
ku4t,279,1,1,0.334,TRUE,accuracy
ku4t,280,2,1,0.4154,FALSE,accuracy
ku4t,281,1,1,0.5312,TRUE,speed
ku4t,282,1,2,0.4919,FALSE,accuracy
ku4t,283,1,1,0.3262,TRUE,accuracy
ku4t,284,1,2,0.4098,FALSE,neutral
ku4t,285,1,1,0.277,TRUE,accuracy
ku4t,286,2,1,0.3135,FALSE,speed
ku4t,287,1,1,0.342,TRUE,speed
ku4t,288,1,1,0.323,TRUE,neutral
ku4t,289,2,1,0.3464,FALSE,neutral
ku4t,290,1,1,0.3914,TRUE,accuracy
ku4t,291,2,1,0.3846,FALSE,accuracy
ku4t,292,2,2,0.3721,TRUE,accuracy
ku4t,293,2,1,0.2863,FALSE,speed
ku4t,294,2,2,0.6355,TRUE,neutral
ku4t,295,2,2,0.3604,TRUE,speed
ku4t,296,1,1,0.4453,TRUE,speed
ku4t,297,2,2,0.3624,TRUE,speed
ku4t,298,2,1,0.4938,FALSE,speed
ku4t,299,2,2,0.7561,TRUE,neutral
ku4t,300,1,1,0.5281,TRUE,accuracy
ku4t,301,1,1,0.4436,TRUE,neutral
ku4t,302,2,2,0.4923,TRUE,speed
ku4t,303,2,2,0.4423,TRUE,speed
ku4t,304,2,1,0.3781,FALSE,accuracy
ku4t,305,1,1,0.3901,TRUE,accuracy
ku4t,306,2,2,0.5445,TRUE,accuracy
ku4t,307,1,1,0.5293,TRUE,speed
ku4t,308,2,1,0.2582,FALSE,speed
ku4t,309,1,2,0.5108,FALSE,neutral
ku4t,310,1,1,0.3966,TRUE,neutral
ku4t,311,2,2,0.4307,TRUE,accuracy
ku4t,312,1,1,0.4371,TRUE,speed
ku4t,313,2,1,0.3209,FALSE,speed
ku4t,314,1,1,0.3562,TRUE,neutral
ku4t,315,2,1,0.4795,FALSE,neutral
ku4t,316,1,1,0.3719,TRUE,speed
ku4t,317,1,1,0.3029,TRUE,speed
ku4t,318,2,1,0.328,FALSE,speed
ku4t,319,1,1,0.3486,TRUE,speed
ku4t,320,1,1,0.3403,TRUE,neutral
ku4t,321,2,2,0.3683,TRUE,neutral
ku4t,322,2,2,0.3054,TRUE,speed
ku4t,323,1,2,0.2973,FALSE,speed
ku4t,324,2,1,0.265,FALSE,speed
ku4t,325,2,1,0.3175,FALSE,speed
ku4t,326,1,2,0.3527,FALSE,accuracy
ku4t,327,2,1,0.4355,FALSE,accuracy
ku4t,328,2,2,0.612,TRUE,speed
ku4t,329,1,1,0.4412,TRUE,neutral
ku4t,330,2,2,0.396,TRUE,neutral
ku4t,331,1,1,0.339,TRUE,accuracy
ku4t,332,2,2,0.4751,TRUE,neutral
ku4t,333,2,2,0.4212,TRUE,accuracy
ku4t,334,2,2,0.3454,TRUE,accuracy
ku4t,335,1,1,0.4643,TRUE,neutral
ku4t,336,1,1,0.4311,TRUE,neutral
ku4t,337,2,1,0.3942,FALSE,neutral
ku4t,338,2,2,0.317,TRUE,accuracy
ku4t,339,2,2,0.3267,TRUE,accuracy
ku4t,340,1,1,0.3146,TRUE,speed
ku4t,341,1,1,0.4023,TRUE,neutral
ku4t,342,1,1,0.3205,TRUE,accuracy
ku4t,343,2,2,0.4572,TRUE,neutral
ku4t,344,2,2,0.3784,TRUE,neutral
ku4t,345,2,2,0.2772,TRUE,speed
ku4t,346,2,2,0.3991,TRUE,speed
ku4t,347,1,1,0.3812,TRUE,accuracy
ku4t,348,1,1,0.3649,TRUE,accuracy
ku4t,349,2,1,0.3393,FALSE,speed
ku4t,350,1,1,0.3703,TRUE,neutral
ku4t,351,2,1,0.4093,FALSE,accuracy
ku4t,352,1,1,0.3899,TRUE,neutral
ku4t,353,1,1,0.351,TRUE,speed
ku4t,354,1,1,0.4645,TRUE,neutral
ku4t,355,1,1,0.3575,TRUE,speed
ku4t,356,1,1,0.3033,TRUE,speed
ku4t,357,2,2,0.3812,TRUE,speed
ku4t,358,2,2,0.507,TRUE,neutral
ku4t,359,1,1,0.4017,TRUE,accuracy
ku4t,360,2,2,0.3498,TRUE,accuracy
ku4t,361,2,1,0.3829,FALSE,accuracy
ku4t,362,1,1,0.5139,TRUE,speed
ku4t,363,2,1,0.4077,FALSE,speed
ku4t,364,1,1,0.4309,TRUE,accuracy
ku4t,365,1,1,0.4397,TRUE,accuracy
ku4t,366,2,1,0.3407,FALSE,accuracy
ku4t,367,2,1,0.4063,FALSE,speed
ku4t,368,2,2,0.4268,TRUE,neutral
ku4t,369,1,2,0.4756,FALSE,neutral
ku4t,370,2,1,0.4302,FALSE,accuracy
ku4t,371,1,1,0.6543,TRUE,accuracy
ku4t,372,1,1,0.4134,TRUE,neutral
ku4t,373,2,1,0.3377,FALSE,speed
ku4t,374,2,1,0.4435,FALSE,accuracy
ku4t,375,2,2,0.4428,TRUE,speed
ku4t,376,1,1,0.5038,TRUE,accuracy
ku4t,377,2,2,0.4181,TRUE,neutral
ku4t,378,2,2,0.4372,TRUE,neutral
ku4t,379,2,1,0.4331,FALSE,neutral
ku4t,380,2,2,0.6306,TRUE,accuracy
ku4t,381,2,1,0.3733,FALSE,speed
ku4t,382,2,2,0.3608,TRUE,accuracy
ku4t,383,2,2,0.6094,TRUE,accuracy
ku4t,384,2,2,0.3742,TRUE,speed
ku4t,385,2,2,0.4352,TRUE,accuracy
ku4t,386,2,2,0.3504,TRUE,neutral
ku4t,387,2,2,0.3778,TRUE,neutral
ku4t,388,2,2,0.3503,TRUE,neutral
ku4t,389,2,2,0.3493,TRUE,speed
ku4t,390,2,2,0.8575,TRUE,accuracy
ku4t,391,1,1,0.5034,TRUE,speed
ku4t,392,1,1,0.577,TRUE,accuracy
ku4t,393,2,2,0.3941,TRUE,neutral
ku4t,394,1,1,0.4192,TRUE,neutral
ku4t,395,1,1,1.0156,TRUE,neutral
ku4t,396,2,1,0.4403,FALSE,speed
ku4t,397,2,2,0.3988,TRUE,speed
ku4t,398,2,1,0.4604,FALSE,speed
ku4t,399,1,1,0.3842,TRUE,accuracy
ku4t,400,2,1,0.3383,FALSE,speed
ku4t,401,1,1,0.3838,TRUE,speed
ku4t,402,2,2,0.3913,TRUE,accuracy
ku4t,403,2,2,0.3034,TRUE,accuracy
ku4t,404,1,2,0.3804,FALSE,accuracy
ku4t,405,1,1,0.3637,TRUE,neutral
ku4t,406,1,2,0.4508,FALSE,accuracy
ku4t,407,1,1,0.3151,TRUE,speed
ku4t,408,1,1,0.4738,TRUE,neutral
ku4t,409,1,2,0.5177,FALSE,accuracy
ku4t,410,2,2,0.528,TRUE,neutral
ku4t,411,1,2,0.3681,FALSE,accuracy
ku4t,412,2,2,0.3928,TRUE,speed
ku4t,413,2,2,0.3262,TRUE,speed
ku4t,414,2,2,0.3825,TRUE,accuracy
ku4t,415,1,1,0.5769,TRUE,neutral
ku4t,416,1,1,0.338,TRUE,speed
ku4t,417,2,2,0.4227,TRUE,neutral
ku4t,418,2,1,0.5667,FALSE,neutral
ku4t,419,1,2,0.4978,FALSE,neutral
ku4t,420,1,2,0.5345,FALSE,neutral
ku4t,421,2,2,0.5437,TRUE,accuracy
ku4t,422,1,1,0.4663,TRUE,speed
ku4t,423,2,1,0.594,FALSE,neutral
ku4t,424,1,1,0.5631,TRUE,speed
ku4t,425,2,2,0.5474,TRUE,accuracy
ku4t,426,1,1,0.3403,TRUE,accuracy
ku4t,427,2,2,0.4664,TRUE,neutral
ku4t,428,1,1,0.4428,TRUE,neutral
ku4t,429,2,2,0.4783,TRUE,speed
